nid,type,section,langcode,title,from_path,to_path
277,article,blog,en,Saudi Arabia Commercial License: Full Guide to Start Your Business,/saudi-arabia-commercial-license,/blog/saudi-arabia-commercial-license
289,article,blog,en,Saudi Arabia Commercial Register: Guide to Business Success,/saudi-arabia-commercial-register,/blog/saudi-arabia-commercial-register
285,article,blog,en,Saudi Arabia Company Formation: Your Friendly Guide to Starting a Business in the Kingdom,/saudi-arabia-company-formation,/blog/saudi-arabia-company-formation
595,article,blog,en,Saudi Arabia Company Incorporation 2026 | Setup & Compliance Guide - Motaded,/saudi-arabia-company-incorporation-guide,/blog/saudi-arabia-company-incorporation-guide
640,article,blog,en,Saudi Arabia Company Licensing Guide 2026 | Open Your Company in Riyadh - Motaded,/company-license-saudi-arabia-sovereign-guide,/blog/company-license-saudi-arabia-sovereign-guide
300,article,blog,en,Saudi Arabia Company Registration – UAE 7-Step Guide,/saudi-arabia-company-registration-process,/blog/saudi-arabia-company-registration-process
223,article,blog,en,Saudi Arabia Stock Market,/Saudi-Arabia-Stock-Market,/blog/Saudi-Arabia-Stock-Market
313,article,blog,en,"Saudi Arabia Trade License 2025: Costs, Types, and Process",/trade-license,/blog/trade-license
627,article,blog,en,Saudi Arabian Investment 2026 | Strategic Guide - Motaded,/saudi-arabian-investment-strategic-guide,/blog/saudi-arabian-investment-strategic-guide
172,article,blog,en,Saudi Arabian Laws,/Saudi-Arabian-Laws,/blog/Saudi-Arabian-Laws
354,article,blog,en,Saudi Business Center SBC 2026 | Sovereign Procedural Guide - Motaded,/Saudi-Business-Center,/blog/Saudi-Business-Center
605,article,blog,en,Saudi Company Incorporation 2026 | Comprehensive Guide - Motaded,/saudi-company-incorporation-comprehensive-guide,/blog/saudi-company-incorporation-comprehensive-guide
270,article,blog,en,Saudi Company Registration Guide | Simple Steps to Launch,/saudi-company-registration,/blog/saudi-company-registration
272,article,blog,en,Saudi Company Setup: Expert Guidance For Starting a Business,/saudi-company-setup,/blog/saudi-company-setup
499,article,blog,en,Saudi Export-Import,/Saudi-Export-Import,/blog/Saudi-Export-Import
359,article,blog,en,Saudi Food and Drug Authority 2026 | Sovereign & Compliance Guide - Motaded,/about-Saudi-Food-and-Drug-Authority,/blog/about-Saudi-Food-and-Drug-Authority
594,article,blog,en,Saudi Freelance Regulations 2026 | Motaded Incubator & Ministerial Decree,/saudi-freelance-regulations-guide,/blog/saudi-freelance-regulations-guide
177,article,blog,en,Saudi Ministry of Human Resources 2026 | Labor Sovereignty & Qiwa Guide - Motaded,/Ministry-of-Labor-in-Saudi-Arabia,/blog/Ministry-of-Labor-in-Saudi-Arabia
186,article,blog,en,Saudi National Address (SPL) 2026 | Sovereignty & Compliance Guide - Motaded,/the-Saudi-National-Address,/blog/the-Saudi-National-Address
365,article,blog,en,Saudi Post SPL,/about-Saudi-Post-SPL,/blog/about-Saudi-Post-SPL
328,article,blog,en,"Saudi Premium Residency: Eligibility, Benefits, Investment",/saudi-premium-residency,/blog/saudi-premium-residency
175,article,blog,en,Saudi Startup Business Program 2026 | Investment Sovereignty & Innovation Guide - Motaded,/Saudi-Startup-Business-Program,/blog/Saudi-Startup-Business-Program
9,article,blog,en,"Saudi Vision 2030 in 2026 | Transformation, Achievements & Economic Sovereignty - Motaded",/vision-2030,/blog/vision-2030
145,article,blog,en,Saudi Vision 2030 Projects and Investor Opportunities,/Saudi-Vision-2030-Projects-and-Investor-Opportunities,/blog/Saudi-Vision-2030-Projects-and-Investor-Opportunities
643,article,blog,en,Set up a Branch Office in Saudi Arabia 2026 | Branch Guide - Motaded,/set-up-a-branch-office-in-saudi-arabia-sovereign-guide,/blog/set-up-a-branch-office-in-saudi-arabia-sovereign-guide
335,article,blog,en,Set Up Business in Saudi with Expert Guidance and Ease,/set-up-business-in-saudi,/blog/set-up-business-in-saudi
294,article,blog,en,Set Up JSC in Saudi Arabia and Dominate Your Sector,/set-up-JSC-in-saudi-arabia,/blog/set-up-JSC-in-saudi-arabia
253,article,blog,en,Set Up Your Foreign Branch in Saudi Arabia Today: 2025 Guide,/foreign-branch-setup-in-saudi,/blog/foreign-branch-setup-in-saudi
258,article,blog,en,Setting Up A Business In Saudi Arabia,/Setting-Up-A-Business-In-Saudi-Arabia,/blog/Setting-Up-A-Business-In-Saudi-Arabia
611,article,blog,en,Setting up business in KSA 2026 | Comprehensive Incorporation Guide - Motaded,/setting-up-business-in-ksa-comprehensive-guide,/blog/setting-up-business-in-ksa-comprehensive-guide
596,article,blog,en,Setting up company in Saudi Arabia 2026 | Statistics & Fees Guide - Motaded,/setting-up-company-in-saudi-arabia-guide,/blog/setting-up-company-in-saudi-arabia-guide
340,article,blog,en,Setting Up Company in Saudi Arabia Made Easy and Legal,/setting-up-company-in-saudi-arabia,/blog/setting-up-company-in-saudi-arabia
235,article,blog,en,Setting up Company in Saudi Arabia: The Ultimate Guide,/setting-up-company-in-saudi-arabia-ultimate-guide,/blog/setting-up-company-in-saudi-arabia-ultimate-guide
229,article,blog,en,Setting up license in Saudi Arabia and Licensing Requirements,/Setting-up-license-in-Saudi-Arabia,/blog/Setting-up-license-in-Saudi-Arabia
251,article,blog,en,Setup Company in Saudi Arabia 2026 | Sovereign Investment Guide - Motaded,/business-setup-in-ksa,/blog/business-setup-in-ksa
230,article,blog,en,Setup Your Business in Saudi Arabia with Expert Support,/business-setup-services-in-saudi-arabia,/blog/business-setup-services-in-saudi-arabia
638,article,blog,en,SIDF Industrial Financing Guide 2026 | Loans & Requirements - Motaded,/sidf-industrial-fund-financing-sovereign-guide,/blog/sidf-industrial-fund-financing-sovereign-guide
208,article,blog,en,Six Flags In Saudi Arabia,/Six-Flags-In-Saudi-Arabia,/blog/Six-Flags-In-Saudi-Arabia
525,article,blog,en,Smart Strategies for Choosing HR Consultancy in Saudi Arabia,/HR-Consultancy-in-Saudi-Arabia,/blog/HR-Consultancy-in-Saudi-Arabia
304,article,blog,en,Start a Business in KSA with a Saudi Arabia license Today,/saudi-arabia-license,/blog/saudi-arabia-license
262,article,blog,en,Starting a Business in Saudi Arabia: Setup Process Guide,/starting-a-business-in-saudi-arabia,/blog/starting-a-business-in-saudi-arabia
597,article,blog,en,Starting a company in Saudi Arabia 2026 | Fees & Statistics Guide - Motaded,/starting-a-company-in-saudi-arabia-guide,/blog/starting-a-company-in-saudi-arabia-guide
330,article,blog,en,Starting a Company in Saudi Arabia: Complete Setup Guide,/starting-a-company-in-saudi-arabia,/blog/starting-a-company-in-saudi-arabia
233,article,blog,en,Starting commercial in Saudi Arabia,/Starting-commercial-in-Saudi-Arabia,/blog/Starting-commercial-in-Saudi-Arabia
228,article,blog,en,Starting License in Saudi Arabia,/Starting-License-in-Saudi-Arabia,/blog/Starting-License-in-Saudi-Arabia
296,article,blog,en,Starting with Business Setup Service in Saudi Arabia Now!,/business-setup-service-in-saudi-arabia,/blog/business-setup-service-in-saudi-arabia
624,article,blog,en,Startup Business Investment Opportunities 2026,/startup-business-investment-opportunities-2026-guide,/blog/startup-business-investment-opportunities-2026-guide
323,article,blog,en,Step-by-Step Guide: how to apply for driving license in ksa,/how-to-apply-for-driving-license-in-ksa,/blog/how-to-apply-for-driving-license-in-ksa
240,article,blog,en,Step-by-Step Process of how to set up business in saudi,/Set-Up-Business-in-Saudi-Arabia,/blog/Set-Up-Business-in-Saudi-Arabia
568,article,blog,en,Steps for Business Setup in KSA,/Steps-for-Business-Setup-in-KSA,/blog/Steps-for-Business-Setup-in-KSA
238,article,blog,en,Steps for Saudi Arabia company setup with Motaded,/saudi-arabia-company-setup,/blog/saudi-arabia-company-setup
316,article,blog,en,Steps to how to get driving license in Saudi arabia,/how-to-get-driving-license-in-saudi-arabia,/blog/how-to-get-driving-license-in-saudi-arabia
341,article,blog,en,Steps to Launch Start Up Company in Saudi Arabia Today,/start-up-company-in-saudi-arabia,/blog/start-up-company-in-saudi-arabia
546,article,blog,en,Strategic Guide to PRO & Government Relations Services in Saudi Arabia 2026: How Motaded Ensures Total Corporate Compliance,/PRO-and-Government-Relations-Services-in-Saudi-Arabia,/blog/PRO-and-Government-Relations-Services-in-Saudi-Arabia
550,article,blog,en,Strategic Guide to Saudi Corporate Compliance Services 2026,/Saudi-Corporate-Compliance-Services,/blog/Saudi-Corporate-Compliance-Services
363,article,blog,en,Subsidiary Companies in Saudi Arabia 2026 | Structural Sovereignty Guide - Motaded,/Subsidiary-Companies-in-Saudi-Arabia,/blog/Subsidiary-Companies-in-Saudi-Arabia
234,article,blog,en,Subsidiary Company in Saudi Arabia: A Comprehensive Guide,/subsidiary-company-in-saudi-arabia,/blog/subsidiary-company-in-saudi-arabia
132,article,blog,en,Taxation in Saudi Arabia 2026 | Investment Sovereignty & Zakat Guide - Motaded,/Taxes-in-Saudi-Arabia,/blog/Taxes-in-Saudi-Arabia
607,article,blog,en,"Taxes in Saudi Arabia 2026 | Comprehensive Guide to WHT, VAT, CIT - Motaded",/tax-system-saudi-arabia-wht-vat-cit-guide,/blog/tax-system-saudi-arabia-wht-vat-cit-guide
266,article,blog,en,The advantages of Saudi Arabia company incorporation,/saudi-arabia-company-incorporation,/blog/saudi-arabia-company-incorporation
570,article,blog,en,The Cloud Computing Special Economic Zone and Saudi Arabia’s SEZ Network,/Cloud-Computing-Special-Economic-Zone,/blog/Cloud-Computing-Special-Economic-Zone
539,article,blog,en,"The Comprehensive Guide to Saudi Business Center (SBC) 2026: A Strategic Roadmap for Company Formation by ""Motaded  Limited""",/The-Comprehensive-Guide-to-Saudi-Business-Center,/blog/The-Comprehensive-Guide-to-Saudi-Business-Center
547,article,blog,en,The Integrated Strategy for Government Relations (PRO services in Saudi Arabia) and Operational Compliance for Companies in Saudi Arabia 2026: The Motaded Investor’s Guide,/PRO-services-in-Saudi-Arabia,/blog/PRO-services-in-Saudi-Arabia
569,article,blog,en,The Investment Registration Certificate IRC,/Investment-Registration-Certificate,/blog/Investment-Registration-Certificate
293,article,blog,en,The Key Steps to Start Your Branch in Saudi Arabia,/start-your-branch-in-saudi-arabia,/blog/start-your-branch-in-saudi-arabia
174,article,blog,en,The most important differences between the updated investment system and the foreign investment system,/differences-between-the-updated-investment-system-and-the-foreign-investment-system,/blog/differences-between-the-updated-investment-system-and-the-foreign-investment-system
215,article,blog,en,The National Investment Strategy: Shaping Saudi Arabia's Future,/The-National-Investment-Strategy-Shaping-Saudi-Arabia's-Future,/blog/The-National-Investment-Strategy-Shaping-Saudi-Arabia's-Future
202,article,blog,en,The Saudi Arabian Stadiums Project: A Major Investment Opportunity for Foreign Companies,/The-Saudi-Arabian-Stadiums-Project,/blog/The-Saudi-Arabian-Stadiums-Project
645,article,blog,en,Translation for visa application Saudi: Key Insights,/translation-for-visa-application-saudi,/blog/translation-for-visa-application-saudi
301,article,blog,en,Types of Companies in Saudi Arabia: Guidance for Experts,/types-of-companies-in-saudi-arabia,/blog/types-of-companies-in-saudi-arabia
287,article,blog,en,"Types, Costs & How to Get a Saudi Business License Easily",/saudi-business-license,/blog/saudi-business-license
141,article,blog,en,Unlocking Investment Opportunities in Various Commercial Activities in Saudi Arabia: A Comprehensive Guide,/Unlocking-Investment-Opportunities-in-Various-Commercial-Activities-in-Saudi-Arabia,/blog/Unlocking-Investment-Opportunities-in-Various-Commercial-Activities-in-Saudi-Arabia
322,article,blog,en,Unveiling Untapped Potential: Company Formation in Saudi Arabia Under Vision 2030,/Company-Formation-in-Saudi,/blog/Company-Formation-in-Saudi
329,article,blog,en,"Value Added Tax in Saudi Arabia: Rates, Rules, and Compliance",/value-added-tax-in-saudi-arabia,/blog/value-added-tax-in-saudi-arabia
334,article,blog,en,VAT Registration in Saudi Arabia: Businesses and Compliance,/vat-registration-in-saudi-arabia,/blog/vat-registration-in-saudi-arabia
169,article,blog,en,Visa or entry permit for Hajj and Umrah,/Visa-or-entry-permit-for-Hajj-and-Umrah,/blog/Visa-or-entry-permit-for-Hajj-and-Umrah
516,article,blog,en,Visa translation services Saudi Arabia for smooth approval,/visa-translation-services-saudi-arabia,/blog/visa-translation-services-saudi-arabia
176,article,blog,en,Visiting Investor Visa,/Visiting-Investor-Visa,/blog/Visiting-Investor-Visa
555,article,blog,en,Wage Protection System in Saudi Arabia,/Wage-Protection-System-in-saudi-arabia,/blog/Wage-Protection-System-in-saudi-arabia
155,article,blog,en,"Water Supply, Sanitation, Waste Management and Treatment License in Saudi Arabia",/Waste-Management-and-Treatment-License-in-Saudi-Arabia,/blog/Waste-Management-and-Treatment-License-in-Saudi-Arabia
245,article,blog,en,What Are the Benefits Commercial Registration Saudi Arabia?,/commercial-registration-saudi-arabia,/blog/commercial-registration-saudi-arabia
252,article,blog,en,What do I need to know about the Saudi company register?,/saudi-company-register,/blog/saudi-company-register
307,article,blog,en,What is setup a sole establishment company in Saudi?,/setup-asole-establishment-company-in-saudi,/blog/setup-asole-establishment-company-in-saudi
309,article,blog,en,What UAE firms must know about company registration in KSA,/company-registration-in-ksa,/blog/company-registration-in-ksa
144,article,blog,en,Wholesale And Retail Trade: Repair of Motor Vehicles And Motorcycles is the Most Demanded activity in Saudi Arabia,/Wholesale-And-Retail-Trade-in-Saudi-Arabia,/blog/Wholesale-And-Retail-Trade-in-Saudi-Arabia
247,article,blog,en,Why choose Motadad to open company in Saudi Arabia?,/open-company-in-saudi-arabia,/blog/open-company-in-saudi-arabia
110,article,blog,en,Why Invest in Saudi Arabia 2026? | Investment Sovereignty Guide - Motaded,/why-invest-saudi-arabia-concise-guide-foreign-investors,/blog/why-invest-saudi-arabia-concise-guide-foreign-investors
244,article,blog,en,Why should I have business registration in Saudi Arabia?,/business-registration-in-saudi-rabia,/blog/business-registration-in-saudi-rabia
656,article,blog,en,Work Permit Classification Saudi Arabia 2026 | Sovereignty & Compliance Guide - Motaded,/work-permit-classification-saudi-arabia,/blog/work-permit-classification-saudi-arabia
346,article,blog,en,Work Permit System,/Work-Permit-Classification-by-Skill-Categories-in-Saudi-Arabia,/blog/Work-Permit-Classification-by-Skill-Categories-in-Saudi-Arabia
216,article,blog,en,Working hours in Ramadan in Saudi Arabia for the year 2025,/Working-hours-in-Ramadan-in-Saudi-Arabia,/blog/Working-hours-in-Ramadan-in-Saudi-Arabia
520,article,blog,en,Your Smart Guide to Company Formation in Saudi Arabia,/Company-Formation-Saudi-Arabia,/blog/Company-Formation-Saudi-Arabia
332,article,blog,en,Zakat and Tax in Saudi Arabia: Business Compliance Guide,/zakat-and-tax-in-saudi-arabia,/blog/zakat-and-tax-in-saudi-arabia
179,article,blog,en,"Zakat, Tax and Customs Authority (ZATCA) 2026 | Sovereignty & Compliance Guide - Motaded",/Zakat-Tax-and-Customs-Authority,/blog/Zakat-Tax-and-Customs-Authority
551,article,blog,en,ZATCA,/ZATCA,/blog/ZATCA
199,article,blog,en,“Motaded’s Role in Aramco Recruitment and Workforce Solutions in Saudi Arabia”,/Aramco-Recruitment-and-Workforce,/blog/Aramco-Recruitment-and-Workforce
120,article,blog,und,Как получить коммерческую лицензию в Саудовской Аравии: пошаговое руководство 2024,/und/Open-a-company-for-Russia,/und/blog/Open-a-company-for-Russia
540,article,blog,zh-hans,"2026年沙特投资部 (MISA) 许可证续期全攻略：要求、流程及 ""Motaded Limited"" 合规解决方案",/zh-hans/MISA-许可证续期全攻略,/zh-hans/blog/MISA-许可证续期全攻略
156,article,blog,zh-hans,2026年沙特阿拉伯建筑活动 | 投资主权与承包指南 - Motaded,/zh-hans/沙特阿拉伯建筑活动投资主权与承包,/zh-hans/blog/沙特阿拉伯建筑活动投资主权与承包
643,article,blog,zh-hans,2026年沙特阿拉伯设立外国分公司指南 | 分公司设立 - Motaded,/zh-hans/2026年沙特阿拉伯设立外国分公司主权指南,/zh-hans/blog/2026年沙特阿拉伯设立外国分公司主权指南
9,article,blog,zh-hans,2030年愿景,/zh-hans/vision-2030,/zh-hans/blog/vision-2030
138,article,blog,zh-hans,2034年世界杯,/zh-hans/2034-World-Cup,/zh-hans/blog/2034-World-Cup
110,article,blog,zh-hans,为何投资沙特阿拉伯？外国投资者简明指南,/zh-hans/why-invest-saudi-arabia-concise-guide-foreign-investors,/zh-hans/blog/why-invest-saudi-arabia-concise-guide-foreign-investors
127,article,blog,zh-hans,人力资源服务,/zh-hans/en/hr-services,/zh-hans/blog/en/hr-services
8,article,blog,zh-hans,什么是 NEOM？,/zh-hans/what-neom,/zh-hans/blog/what-neom
521,article,blog,zh-hans,优化人力资源供应以驱动业务增长,/zh-hans/优化人力资源供应以驱动业务增长,/zh-hans/blog/优化人力资源供应以驱动业务增长
534,article,blog,zh-hans,利雅得综合特殊物流区,/zh-hans/利雅得一体化特设物流区-RISLZ-投资者全方位指南,/zh-hans/blog/利雅得一体化特设物流区-RISLZ-投资者全方位指南
119,article,blog,zh-hans,在沙特阿拉伯注册您的公司,/zh-hans/Register-Your-Company-in-Saudi-Arabia,/zh-hans/blog/Register-Your-Company-in-Saudi-Arabia
529,article,blog,zh-hans,在沙特阿拉伯设立外国公司分公司的优势,/zh-hans/在沙特阿拉伯设立外国公司分公司的优势,/zh-hans/blog/在沙特阿拉伯设立外国公司分公司的优势
523,article,blog,zh-hans,如何在沙特阿拉伯开设公司,/zh-hans/在沙特阿拉伯开设公司,/zh-hans/blog/在沙特阿拉伯开设公司
537,article,blog,zh-hans,如何申请沙特居留权,/zh-hans/如何申请沙特居留权,/zh-hans/blog/如何申请沙特居留权
499,article,blog,zh-hans,沙特出口进出口银行,/zh-hans/沙特出口进出口银行,/zh-hans/blog/沙特出口进出口银行
135,article,blog,zh-hans,沙特化和 Nitaqat 证书,/zh-hans/沙特化和-Nitaqat-证书,/zh-hans/blog/沙特化和-Nitaqat-证书
306,article,blog,zh-hans,沙特阿拉伯MISA业务许可2026 | 完整投资指南 - Motaded,/zh-hans/沙特阿拉伯MISA业务许可2026,/zh-hans/blog/沙特阿拉伯MISA业务许可2026
126,article,blog,zh-hans,沙特阿拉伯公司成立流程概述,/zh-hans/business-setup-1,/zh-hans/blog/business-setup-1
526,article,blog,zh-hans,沙特阿拉伯投资部 (MISA),/zh-hans/沙特阿拉伯投资部,/zh-hans/blog/沙特阿拉伯投资部
137,article,blog,zh-hans,沙特阿拉伯的投资机会,/zh-hans/沙特阿拉伯的投资机会,/zh-hans/blog/沙特阿拉伯的投资机会
132,article,blog,zh-hans,沙特阿拉伯的税收,/zh-hans/Taxes-in-Saudi-Arabia,/zh-hans/blog/Taxes-in-Saudi-Arabia
524,article,blog,zh-hans,理解投资执照的重要性及“公司”在简化流程中的作用,/zh-hans/投资许可证,/zh-hans/blog/投资许可证
7,article,blog,zh-hans,许可证类型,/zh-hans/type-license,/zh-hans/blog/type-license
136,article,blog,zh-hans,通过人力资源服务增强员工体验,/zh-hans/tongguorenliziyuanfuwuzengqiangyuangongtiyan,/zh-hans/blog/tongguorenliziyuanfuwuzengqiangyuangongtiyan
133,article,blog,zh-hans,飞跃2025,/zh-hans/LEAP-2025,/zh-hans/blog/LEAP-2025
528,news,news,ar,"""متعدد المحدودة"" تعزز مكانتها الاستثمارية بانضمامها الرسمي لمنصة ""ميزا"" التابعة لوزارة الاستثمار السعودية",/ar/متعدد-المحدودة-تعزز-مكانتها-الاستثمارية-بانضمامها-الرسمي-لمنصة-ميزا-التابعة-لوزارة-الاستثمار-السعودية,/ar/news/متعدد-المحدودة-تعزز-مكانتها-الاستثمارية-بانضمامها-الرسمي-لمنصة-ميزا-التابعة-لوزارة-الاستثمار-السعودية
532,news,news,ar,"انضمام شركة ""متعدد المحدودة"" لمنصة ""ميزا"" (MISA)",/ar/انضمام-شركة-متعدد-المحدودة-لمنصة-ميزا,/ar/news/انضمام-شركة-متعدد-المحدودة-لمنصة-ميزا
531,news,news,ar,"شراكة ""متعدد المحدودة"" وشركة ""سلو شان المحدودة"" في قطاع التعدين",/ar/شراكة-متعدد-المحدودة-وشركة-سلو-شان-المحدودة-في-قطاع-التعدين,/ar/news/شراكة-متعدد-المحدودة-وشركة-سلو-شان-المحدودة-في-قطاع-التعدين
533,news,news,ar,"مشروع ""منصة متعدد الرقمية"" وإطلاقها في 2026",/ar/مشروع-منصة-متعدد-الرقمية,/ar/news/مشروع-منصة-متعدد-الرقمية
531,news,news,en,A Landmark Strategic Alliance: Motaded Ltd. and Slow Shan Ltd. Partner to Revolutionize the Mining Supply Chain Across Saudi Arabia,/Landmark-Strategic-Alliance-Motaded-Ltd,/news/Landmark-Strategic-Alliance-Motaded-Ltd
567,news,news,en,Mandatory Electronic Transfer of Domestic Workers' Salaries in Saudi Arabia,/Mandatory-Electronic-Transfer-of-Domestic-Workers-Salaries-in-Saudi-Arabia,/news/Mandatory-Electronic-Transfer-of-Domestic-Workers-Salaries-in-Saudi-Arabia
533,news,news,en,"Motaded Ltd. Reveals ""Motaded Digital Platform"" Project: Mid-2026 Set as the Launch Date for the Next Revolution in Integrated Services",/Reveals-Motaded-Digital-Platform-Project,/news/Reveals-Motaded-Digital-Platform-Project
532,news,news,en,"Motaded Ltd. Strengthens Investment Standing by Officially Joining the ""Miza"" Platform Under the Ministry of Investment",/Motaded-announced-its-official-enrollment-in-the-Miza,/news/Motaded-announced-its-official-enrollment-in-the-Miza
528,news,news,en,Motaded Ltd. Unveils Its Comprehensive Digital Portal: A Strategic Pillar for Transparency and Digital Leadership in the Saudi Market,/Motaded-Ltd-Unveils-Its-Comprehensive-Digital-Portal-A-Strategic-Pillar-for-Transparency-and-Digital-Leadership-in-the-Saudi-Market,/news/Motaded-Ltd-Unveils-Its-Comprehensive-Digital-Portal-A-Strategic-Pillar-for-Transparency-and-Digital-Leadership-in-the-Saudi-Market
566,news,news,en,Saudi Ministry of HR Increases Saudization in Engineering and Procurement for 2026: A Compliance Guide by Motaded Ltd,/Increases-Saudization-in-Engineering-and-Procurement,/news/Increases-Saudization-in-Engineering-and-Procurement
93,page,services,ar,أسس شركتك في المملكة العربية السعودية مع متعدد,/ar/set-your-company-saudi-arabia-motaded,/ar/services/set-your-company-saudi-arabia-motaded
486,page,services,ar,إدارة الرواتب والتحويل البنكي عبر مدد,/ar/إدارة-الرواتب-والتحويل-البنكي-عبر-مدد,/ar/services/إدارة-الرواتب-والتحويل-البنكي-عبر-مدد
489,page,services,ar,إدارة رخص العمل,/ar/work-permit-management,/ar/services/work-permit-management
445,page,services,ar,إصدار أو تجديد رخصة العمل,/ar/إصدار-أو-تجديد-رخصة-العمل,/ar/services/إصدار-أو-تجديد-رخصة-العمل
430,page,services,ar,إصدار الإقامة للمدير العام أو المستثمر الأجنبي,/ar/إصدار-الإقامة-للمدير-العام-أو-اصدار-الاقامة-للمستثمرالأجنبي,/ar/services/إصدار-الإقامة-للمدير-العام-أو-اصدار-الاقامة-للمستثمرالأجنبي
97,page,services,ar,إصدار التأشيرة,/ar/visa-issuance,/ar/services/visa-issuance
487,page,services,ar,إصدار تأشيرات العمل الفورية,/ar/إصدار-تأشيرات-العمل-الفورية,/ar/services/إصدار-تأشيرات-العمل-الفورية
417,page,services,ar,إصدار تأشيرة المدير العام أو المستثمر,/ar/إصدار-تأشيرة-المدير-العام-أو-المستثمر,/ar/services/إصدار-تأشيرة-المدير-العام-أو-المستثمر
488,page,services,ar,إصدار تقارير الالتزام والمخالفات,/ar/إصدار-تقارير-الالتزام-والمخالفات,/ar/services/إصدار-تقارير-الالتزام-والمخالفات
461,page,services,ar,إصدار شهادة التأمينات الاجتماعية (GOSI),/ar/إصدار-شهادة-التأمينات-الاجتماعية,/ar/services/إصدار-شهادة-التأمينات-الاجتماعية
459,page,services,ar,إصدار شهادة توطين,/ar/إصدار-شهادة-توطين,/ar/services/إصدار-شهادة-توطين
477,page,services,ar,إصدار وتجديد الإقامة عبر منصة مقيم,/ar/إصدار-وتجديد-الإقامة-عبر-منصة-مقيم,/ar/services/إصدار-وتجديد-الإقامة-عبر-منصة-مقيم
480,page,services,ar,إضافة رقم مستورد ضمن منفذ جديد,/ar/إضافة-رقم-مستورد-ضمن-منفذ-جديد,/ar/services/إضافة-رقم-مستورد-ضمن-منفذ-جديد
413,page,services,ar,اشتراك وتجديد الغرفة التجارية,/ar/اشتراك-و-تجديد-الغرفة-التجارية,/ar/services/اشتراك-و-تجديد-الغرفة-التجارية
408,page,services,ar,اصدار ترخيص الاستثمار الأجنبي,/ar/الحصول-على-ترخيص-الاستثمار-الأجنبي,/ar/services/الحصول-على-ترخيص-الاستثمار-الأجنبي
485,page,services,ar,اعتماد لوائح تنظيم العمل (أدلة وسياسات العمل),/ar/اعتماد-لوائح-تنظيم-العمل,/ar/services/اعتماد-لوائح-تنظيم-العمل
96,page,services,ar,الإقامة المميزة في المملكة العربية السعودية,/ar/premium-residency-saudi-arabia,/ar/services/premium-residency-saudi-arabia
421,page,services,ar,الاشتراك في منصة التأمينات الاجتماعية (GOSI) وإصدار الشهادة,/ar/الاشتراك-في-منصة-التأمينات-الاجتماعية,/ar/services/الاشتراك-في-منصة-التأمينات-الاجتماعية
406,page,services,ar,البوابة الاستراتيجية لشركة متعدد المحدودة,/ar/البوابة-الاستراتيجية-لشركة-متعدد-المحدودة,/ar/services/البوابة-الاستراتيجية-لشركة-متعدد-المحدودة
450,page,services,ar,التدقيق الخارجي,/ar/التدقيق-الخارجي,/ar/services/التدقيق-الخارجي
451,page,services,ar,التدقيق الداخلي,/ar/التدقيق-الداخلي,/ar/services/التدقيق-الداخلي
471,page,services,ar,التسجيل الإلكتروني للمستورد/ المصدر,/ar/التسجيل-الإلكتروني-للمستورد-المصدر,/ar/services/التسجيل-الإلكتروني-للمستورد-المصدر
478,page,services,ar,التسجيل الإلكتروني للمستورد/المصدر,/ar/التسجيل-الإلكتروني-للمستورد-و-المصدر,/ar/services/التسجيل-الإلكتروني-للمستورد-و-المصدر
99,page,services,ar,الخدمات الاستشارية,/ar/الخدمات-الاستشارية,/ar/services/الخدمات-الاستشارية
449,page,services,ar,الزكاة,/ar/الزكاة,/ar/services/الزكاة
111,page,services,ar,السياسة القانونية,/ar/legal-policy,/ar/services/legal-policy
100,page,services,ar,الشركاء السعوديون,/ar/الشركاء-السعوديون,/ar/services/الشركاء-السعوديون
497,page,services,ar,العنوان الافتراضي,/ar/العنوان-الافتراضي,/ar/services/العنوان-الافتراضي
493,page,services,ar,المكاتب المجهزة,/ar/المكاتب-المجهزة,/ar/services/المكاتب-المجهزة
128,page,services,ar,المناطق الاقتصادية الخاصة الحرة في السعودية,/ar/special-economic-zones-saudi-arabia,/ar/services/special-economic-zones-saudi-arabia
65,page,services,ar,المناطق الحرة في السعودية,/ar/free-zones-ksa,/ar/services/free-zones-ksa
479,page,services,ar,تأشيرة خروج وعودة / خروج نهائي,/ar/تأشيرة-خروج-وعودة-أو-خروج-نهائي,/ar/services/تأشيرة-خروج-وعودة-أو-خروج-نهائي
484,page,services,ar,تحديث بيانات جواز سفر الموظف,/ar/تحديث-بيانات-جواز-سفر-الموظف,/ar/services/تحديث-بيانات-جواز-سفر-الموظف
452,page,services,ar,تدقيق المخزون / الجرد,/ar/تدقيق-المخزون-الجرد,/ar/services/تدقيق-المخزون-الجرد
83,page,services,ar,ترخيص المقرات الاقليمية (ترخيص منطقة الشرق الأوسط وشمال أفريقيا),/ar/rhq-license-mena-license,/ar/services/rhq-license-mena-license
447,page,services,ar,تعديل العنوان الوطني,/ar/تعديل-العنوان-الوطني,/ar/services/تعديل-العنوان-الوطني
455,page,services,ar,تعديل عقد التأسيس للشركة وتعديل نوع الشركة,/ar/تعديل-عقد-التأسيس-للشركة-وتعديل-نوع-الشركة,/ar/services/تعديل-عقد-التأسيس-للشركة-وتعديل-نوع-الشركة
490,page,services,ar,تغيير المهن للموظفين عبر قوى,/ar/تغيير-المهن-للموظفين,/ar/services/تغيير-المهن-للموظفين
