entity_type,entity_id,langcode,bundle,title,table,column,count,old_paths,new_paths
node,403,en,entities,Joint-Stock Company (JSC),node__body,body_value,1,/business-setup,/services/business-setup
node,414,en,page,Chamber of Commerce Subscription and Renewal,node__body,body_value,1,/Chamber-of-Commerce,/services/Chamber-of-Commerce
node,499,en,article,Saudi Export-Import,node__body,body_value,2,/Saudi-Export-Import | /business-setup,/blog/Saudi-Export-Import | /services/business-setup
node,500,en,article,Best Practices HR and Payroll Management in Saudi Arabia,node__body,body_value,3,/gosi-certificate | /muqeem-portal-registration | /vat-registration-in-saudi-arabia,/blog/gosi-certificate | /blog/muqeem-portal-registration | /blog/vat-registration-in-saudi-arabia
node,501,en,article,Removing the Wage Protection Note,node__body,body_value,4,/Remove-the-Wage-Protection-Note | /about-Mudad-Platform | /about-Qiwa-Platform | /mudad-platform-activation-payroll-and-wage-protection-system-wps,/blog/Remove-the-Wage-Protection-Note | /blog/about-Mudad-Platform | /blog/about-Qiwa-Platform | /services/mudad-platform-activation-payroll-and-wage-protection-system-wps
node,503,en,article,misa license requirements and How to Obtain It Easily,node__body,body_value,3,/investor-license-in-saudi-arabia | /misa-business-licensing-in-saudi-arabia | /opening-a-company-in-saudi-arabia,/blog/investor-license-in-saudi-arabia | /blog/misa-business-licensing-in-saudi-arabia | /blog/opening-a-company-in-saudi-arabia
node,504,en,article,Business Startup in Saudi Arabia: Grow with Full Support,node__body,body_value,3,/Set-Up-Business-in-Saudi-Arabia | /how-to-set-up-a-business-in-saudi-arabia | /setting-up-a-company-in-Saudi-Arabia,/blog/Set-Up-Business-in-Saudi-Arabia | /blog/how-to-set-up-a-business-in-saudi-arabia | /blog/setting-up-a-company-in-Saudi-Arabia
node,505,en,article,Doing Business in Saudi Arabia is Your Next Big Opportunity,node__body,body_value,3,/doing-business-guide-ksa | /free-zones-license-in-saudi-arabia | /how-to-setup-a-foreign-branch-in-saudi,/blog/doing-business-guide-ksa | /blog/free-zones-license-in-saudi-arabia | /blog/how-to-setup-a-foreign-branch-in-saudi
node,506,en,article,Reduce Costs & Hassle: Expert Employee Outsourcing Saudi,node__body,body_value,3,/Register-Your-Company-in-Saudi-Arabia/ksa | /type-license | /why-invest-saudi-arabia-concise-guide-foreign-investors,/blog/Register-Your-Company-in-Saudi-Arabia/ksa | /blog/type-license | /blog/why-invest-saudi-arabia-concise-guide-foreign-investors
node,507,en,article,Inside The Real Process: Setting Up Business In Saudi Arabia,node__body,body_value,3,/company-set-up-in-saudi-arabia | /how-to-set-up-a-business-in-saudi-arabia | /starting-a-business-in-saudi-arabia,/blog/company-set-up-in-saudi-arabia | /blog/how-to-set-up-a-business-in-saudi-arabia | /blog/starting-a-business-in-saudi-arabia
node,508,en,article,Doing Business in Saudi Arabia Guide: Your Step-by-Step Path,node__body,body_value,3,/Saudi-Arabia-Business-Registration | /how-to-set-up-a-business-in-saudi-arabia | /starting-a-business-in-saudi-arabia,/blog/Saudi-Arabia-Business-Registration | /blog/how-to-set-up-a-business-in-saudi-arabia | /blog/starting-a-business-in-saudi-arabia
node,509,en,article,How Hr Tech Saudi Arabia Is Redefining Workforce Management,node__body,body_value,2,/how-to-register-a-company-in-saudi-arabia | /hr-and-payroll-management-in-Saudi,/blog/how-to-register-a-company-in-saudi-arabia | /blog/hr-and-payroll-management-in-Saudi
node,510,en,article,Notarized translation services in Saudi Arabia for startups!,node__body,body_value,2,/Saudi-Arabia-Business-Registration | /Setting-Up-A-Business-In-Saudi-Arabia,/blog/Saudi-Arabia-Business-Registration | /blog/Setting-Up-A-Business-In-Saudi-Arabia
node,511,en,article,"MISA Investor License: Requirements, Cost, and Benefits",node__body,body_value,3,/business-license-in-saudi-arabia | /misa-business-licensing-in-saudi-arabia | /misa-license-requirements,/blog/business-license-in-saudi-arabia | /blog/misa-business-licensing-in-saudi-arabia | /blog/misa-license-requirements
node,512,en,article,Company Setup Services Turn Saudi Rules Into Opportunities,node__body,body_value,3,/business-setup | /company-set-up-in-saudi-arabia | /why-invest-saudi-arabia-concise-guide-foreign-investors,/services/business-setup | /blog/company-set-up-in-saudi-arabia | /blog/why-invest-saudi-arabia-concise-guide-foreign-investors
node,513,en,article,Payroll Management KSA: Expert Services for Saudi Businesses,node__body,body_value,3,/Hr-Tech-Saudi-Arabia | /hr-and-payroll-management-in-Saudi | /saudi-arabia-company-incorporation,/blog/Hr-Tech-Saudi-Arabia | /blog/hr-and-payroll-management-in-Saudi | /blog/saudi-arabia-company-incorporation
node,514,en,article,MISA License in Saudi Arabia: Requirements and Process,node__body,body_value,3,/Life-in-Saudi-Arabia | /hr-services | /type-license,/blog/Life-in-Saudi-Arabia | /services/hr-services | /blog/type-license
node,515,en,article,How HR Outsourcing Companies in KSA Ensure Compliance,node__body,body_value,3,/10-Steps-to-Setting-Up-Your-Business-in-Saudi-Arabia | /Subsidiary-Companies-in-Saudi-Arabia | /types-of-companies-in-saudi-arabia,/blog/10-Steps-to-Setting-Up-Your-Business-in-Saudi-Arabia | /blog/Subsidiary-Companies-in-Saudi-Arabia | /blog/types-of-companies-in-saudi-arabia
node,516,en,article,Visa translation services Saudi Arabia for smooth approval,node__body,body_value,3,/Taxes-in-Saudi-Arabia | /hr-services | /investor-visa-in-saudi-arabia,/blog/Taxes-in-Saudi-Arabia | /services/hr-services | /blog/investor-visa-in-saudi-arabia
node,517,en,article,Doing business in ksa: what investors need to know first,node__body,body_value,2,/foreign-company-branch-in-saudi-arabia | /opening-a-company-in-saudi-arabia,/blog/foreign-company-branch-in-saudi-arabia | /blog/opening-a-company-in-saudi-arabia
node,518,en,article,"Commercial License Saudi Arabia: Requirements, Types & Costs",node__body,body_value,3,/commercial-license-in-saudi-arabia | /how-to-get-business-license-in-saudi-arabia | /saudi-arabia-commercial-license,/blog/commercial-license-in-saudi-arabia | /blog/how-to-get-business-license-in-saudi-arabia | /blog/saudi-arabia-commercial-license
node,519,en,article,Expand Your Business in Saudi Arabia: Grow Smart and Fast,node__body,body_value,4,/branch-setup-in-saudi-arabia | /business-setup | /business-setup-service-in-saudi-arabia | /saudi-arabia-commercial-register,/blog/branch-setup-in-saudi-arabia | /services/business-setup | /blog/business-setup-service-in-saudi-arabia | /blog/saudi-arabia-commercial-register
node,520,en,article,Your Smart Guide to Company Formation in Saudi Arabia,node__body,body_value,3,/Best-company-formation-in-saudi-arabia | /llc-company-formation-saudi | /saudi-arabia-company-formation,/blog/Best-company-formation-in-saudi-arabia | /blog/llc-company-formation-saudi | /blog/saudi-arabia-company-formation
node,521,en,article,Manpower Supply for Business,node__body,body_value,1,/manpower-supply-company-in-Saudi-Arabia,/blog/manpower-supply-company-in-Saudi-Arabia
node,522,en,article,"Fast, Accurate Business Document Translation Saudi Arabia",node__body,body_value,3,/Notarized-translation-services-in-Saudi-Arabia | /starting-a-company-in-saudi-arabia | /visa-translation-services-saudi-arabia,/blog/Notarized-translation-services-in-Saudi-Arabia | /blog/starting-a-company-in-saudi-arabia | /blog/visa-translation-services-saudi-arabia
node,525,en,article,Smart Strategies for Choosing HR Consultancy in Saudi Arabia,node__body,body_value,3,/Hr-Tech-Saudi-Arabia | /hr-and-payroll-management-in-Saudi | /hr-outsourcing-companies-in-ksa,/blog/Hr-Tech-Saudi-Arabia | /blog/hr-and-payroll-management-in-Saudi | /blog/hr-outsourcing-companies-in-ksa
node,527,en,article,HR Software Comparison Saudi Arabia – Top Systems,node__body,body_value,3,/HR-Consultancy-in-Saudi-Arabia | /hr-and-payroll-management-in-Saudi | /hr-outsourcing-companies-in-ksa,/blog/HR-Consultancy-in-Saudi-Arabia | /blog/hr-and-payroll-management-in-Saudi | /blog/hr-outsourcing-companies-in-ksa
node,529,ar,article,مزايا فرع لشركة أجنبية في المملكة العربية السعودية,node__body,body_value,1,/foreign-branch-setup-in-saudi,/blog/foreign-branch-setup-in-saudi
node,529,en,article,Benefits of a Branch of Foreign Company in Saudi Arabia,node__body,body_value,2,/Ministry-of-Investment-in-Saudi-Arabia | /set-up-a-branch-office-in-saudi-arabia-sovereign-guide,/blog/Ministry-of-Investment-in-Saudi-Arabia | /blog/set-up-a-branch-office-in-saudi-arabia-sovereign-guide
node,532,en,news,"Motaded Ltd. Strengthens Investment Standing by Officially Joining the ""Miza"" Platform Under the Ministry of Investment",node__body,body_value,1,/about-MIZA,/blog/about-MIZA
node,534,ar,article,دليل المستثمر الشامل حول منطقة الرياض المتكاملة اللوجستية الخاصة,node__body,body_value,1,/Riyadh-Integrated-Special-Logistics-Zone-RISLZ,/blog/Riyadh-Integrated-Special-Logistics-Zone-RISLZ
node,534,en,article,Riyadh Integrated Special Logistics Zone,node__body,body_value,1,/Riyadh-Integrated-Special-Logistics-Zone-RISLZ,/blog/Riyadh-Integrated-Special-Logistics-Zone-RISLZ
node,534,zh-hans,article,利雅得综合特殊物流区,node__body,body_value,1,/Riyadh-Integrated-Special-Logistics-Zone-RISLZ,/blog/Riyadh-Integrated-Special-Logistics-Zone-RISLZ
node,536,en,article,"Ministry of Investment (MISA): Vision, Sectors, Services",node__body,body_value,3,/HR-Consultancy-in-Saudi-Arabia | /Investment-Licenses | /Ministry-of-Investment-in-Saudi-Arabia,/blog/HR-Consultancy-in-Saudi-Arabia | /blog/Investment-Licenses | /blog/Ministry-of-Investment-in-Saudi-Arabia
node,537,en,article,How to Apply for Saudi Residency,node__body,body_value,6,/Business-Operations-in-Saudi-Arabia | /How-to-Apply-for-Saudi-Residency | /Incorporating-a-Company-in-Saudi-Arabia | /Quality-of-Life-in-Saudi-Arabia | /Setting-Up-A-Business-In-Saudi-Arabia | /industrial-license-saudi-arabia,/blog/Business-Operations-in-Saudi-Arabia | /blog/How-to-Apply-for-Saudi-Residency | /blog/Incorporating-a-Company-in-Saudi-Arabia | /blog/Quality-of-Life-in-Saudi-Arabia | /blog/Setting-Up-A-Business-In-Saudi-Arabia | /blog/industrial-license-saudi-arabia
node,538,en,article,Public Investment Fund,node__body,body_value,1,/Public-Investment-Fund-Meaning-Strategy-and-Global-Impact,/blog/Public-Investment-Fund-Meaning-Strategy-and-Global-Impact
node,539,en,article,"The Comprehensive Guide to Saudi Business Center (SBC) 2026: A Strategic Roadmap for Company Formation by ""Motaded  Limited""",node__body,body_value,5,/Company-Formation-in-Saudi | /Company-Formation-in-Saudi-Arabia-Guide | /Ministry-of-Investment-in-Saudi-Arabia | /Saudi-Business-Center | /open-a-company-in-Saudi-Arabia,/blog/Company-Formation-in-Saudi | /blog/Company-Formation-in-Saudi-Arabia-Guide | /blog/Ministry-of-Investment-in-Saudi-Arabia | /blog/Saudi-Business-Center | /blog/open-a-company-in-Saudi-Arabia
node,540,en,article,Guide to Renewing the MISA Investment License,node__body,body_value,9,/Chamber-of-Commerce | /Ministry-of-Investment-in-Saudi-Arabia | /Ministry-of-Labor-in-Saudi-Arabia | /Saudi-Business-Center | /Saudization-And-Nitaqat-System | /Taxes-in-Saudi-Arabia | /about-Qiwa-Platform | /about-Saudi-Post-SPL | /rhq-license-mena-license,/services/Chamber-of-Commerce | /blog/Ministry-of-Investment-in-Saudi-Arabia | /blog/Ministry-of-Labor-in-Saudi-Arabia | /blog/Saudi-Business-Center | /blog/Saudization-And-Nitaqat-System | /blog/Taxes-in-Saudi-Arabia | /blog/about-Qiwa-Platform | /blog/about-Saudi-Post-SPL | /services/rhq-license-mena-license
node,541,en,article,Amending the MISA Investment License,node__body,body_value,8,/Articles-of-Association | /General-Organization-for-Social-Insurance | /MISA-Investment-License | /MISA-Investment-License-Renewal | /Ministry-of-Investment-in-Saudi-Arabia | /Ministry-of-Labor-in-Saudi-Arabia | /Saudi-Business-Center | /about-Qiwa-Platform,/services/Articles-of-Association | /blog/General-Organization-for-Social-Insurance | /blog/MISA-Investment-License | /blog/MISA-Investment-License-Renewal | /blog/Ministry-of-Investment-in-Saudi-Arabia | /blog/Ministry-of-Labor-in-Saudi-Arabia | /blog/Saudi-Business-Center | /blog/about-Qiwa-Platform
node,543,en,article,Incorporating a Company in Saudi Arabia 2026: The Definitive Strategic Guide for Global Investors,node__body,body_value,2,/The-Comprehensive-Guide-to-Saudi-Business-Center | /business-in-saudi-arabia-for-foreigners,/blog/The-Comprehensive-Guide-to-Saudi-Business-Center | /blog/business-in-saudi-arabia-for-foreigners
node,544,en,article,Business Operations in Saudi Arabia,node__body,body_value,1,/Business-Operations-in-Saudi-Arabia,/blog/Business-Operations-in-Saudi-Arabia
node,545,en,article,Advanced Business Operations in Saudi Arabia 2026: Motaded’s Guide to Excellence and Growth,node__body,body_value,5,/Business-Operations-in-Saudi-Arabia | /MISA-Investment-License | /MISA-Investment-License-Renewal | /about-Mudad-Platform | /about-Qiwa-Platform,/blog/Business-Operations-in-Saudi-Arabia | /blog/MISA-Investment-License | /blog/MISA-Investment-License-Renewal | /blog/about-Mudad-Platform | /blog/about-Qiwa-Platform
node,546,en,article,Strategic Guide to PRO & Government Relations Services in Saudi Arabia 2026: How Motaded Ensures Total Corporate Compliance,node__body,body_value,8,/Guide-to-Amending-the-MISA-Investment-License | /MISA-Investment-License | /MISA-Investment-License-Renewal | /PRO-and-Government-Relations-Services-in-Saudi-Arabia | /The-Comprehensive-Guide-to-Saudi-Business-Center | /about-Qiwa-Platform | /cr | /muqeem-portal-registration,/blog/Guide-to-Amending-the-MISA-Investment-License | /blog/MISA-Investment-License | /blog/MISA-Investment-License-Renewal | /blog/PRO-and-Government-Relations-Services-in-Saudi-Arabia | /blog/The-Comprehensive-Guide-to-Saudi-Business-Center | /blog/about-Qiwa-Platform | /blog/cr | /blog/muqeem-portal-registration
node,547,en,article,The Integrated Strategy for Government Relations (PRO services in Saudi Arabia) and Operational Compliance for Companies in Saudi Arabia 2026: The Motaded Investor’s Guide,node__body,body_value,12,/Guide-to-Amending-the-MISA-Investment-License | /MISA-Investment-License | /MISA-Investment-License-Renewal | /Ministry-of-Labor-in-Saudi-Arabia | /PRO-and-Government-Relations-Services-in-Saudi-Arabia | /Saudization-And-Nitaqat-System | /The-Comprehensive-Guide-to-Saudi-Business-Center | /about-Mudad-Platform | /about-Qiwa-Platform | /misa-license-in-saudi-arabia | /saudi-arabia-commercial-register | /the-Saudi-National-Address,/blog/Guide-to-Amending-the-MISA-Investment-License | /blog/MISA-Investment-License | /blog/MISA-Investment-License-Renewal | /blog/Ministry-of-Labor-in-Saudi-Arabia | /blog/PRO-and-Government-Relations-Services-in-Saudi-Arabia | /blog/Saudization-And-Nitaqat-System | /blog/The-Comprehensive-Guide-to-Saudi-Business-Center | /blog/about-Mudad-Platform | /blog/about-Qiwa-Platform | /blog/misa-license-in-saudi-arabia | /blog/saudi-arabia-commercial-register | /blog/the-Saudi-National-Address
node,549,en,article,Procedural Intelligence in Government Relations Services (GRS) 2026: The Motaded Guide to Dominating the Saudi Market,node__body,body_value,2,/Government-Relations-Services | /PRO-services-in-Saudi-Arabia,/blog/Government-Relations-Services | /blog/PRO-services-in-Saudi-Arabia
node,550,en,article,Strategic Guide to Saudi Corporate Compliance Services 2026,node__body,body_value,1,/Saudi-Corporate-Compliance-Services,/blog/Saudi-Corporate-Compliance-Services
node,552,en,article,Motaded’s Guide to Outsourced HR and Operational Support for Cost Reduction in Saudi Arabia 2026,node__body,body_value,7,/Enhancing-Employee-Experience-Through-HR-Services | /General-Organization-for-Social-Insurance | /Government-Relations-Services | /Outsourced-HR-and-Operational-Support | /about-Mudad-Platform | /about-Qiwa-Platform | /about-Saudi-Post-SPL,/blog/Enhancing-Employee-Experience-Through-HR-Services | /blog/General-Organization-for-Social-Insurance | /blog/Government-Relations-Services | /blog/Outsourced-HR-and-Operational-Support | /blog/about-Mudad-Platform | /blog/about-Qiwa-Platform | /blog/about-Saudi-Post-SPL
node,553,en,article,Motaded Guide to Re-Engineering HR Governance in Saudi Arabia 2026,node__body,body_value,5,/HR-Governance-in-Saudi-Arabia | /Outsourced-HR-and-Operational-Support | /about-Mudad-Platform | /about-Qiwa-Platform | /misa-business-licensing-in-saudi-arabia,/blog/HR-Governance-in-Saudi-Arabia | /blog/Outsourced-HR-and-Operational-Support | /blog/about-Mudad-Platform | /blog/about-Qiwa-Platform | /blog/misa-business-licensing-in-saudi-arabia
node,554,en,article,Iqama Issuance and Renewal Services in Saudi Arabia,node__body,body_value,1,/Iqama-Issuance-and-Renewal-Services-in-Saudi-Arabia,/blog/Iqama-Issuance-and-Renewal-Services-in-Saudi-Arabia
node,555,en,article,Wage Protection System in Saudi Arabia,node__body,body_value,1,/Wage-Protection-System-in-saudi-arabia,/blog/Wage-Protection-System-in-saudi-arabia
node,556,en,article,Commercial Registration Renewal in Saudi Arabia 2026,node__body,body_value,4,/Commercial-Registration-Renewal | /ZATCA | /about-Qiwa-Platform | /chamber-of-commerce-certificate-saudi-arabia,/blog/Commercial-Registration-Renewal | /blog/ZATCA | /blog/about-Qiwa-Platform | /blog/chamber-of-commerce-certificate-saudi-arabia
node,557,en,article,Company Formation in Saudi Arabia,node__body,body_value,3,/Branch-of-a-Foreign-Company-in-Saudi-Arabia | /Commercial-Registration-Renewal | /company-formation-in-saudi-arabia,/blog/Branch-of-a-Foreign-Company-in-Saudi-Arabia | /blog/Commercial-Registration-Renewal | /services/company-formation-in-saudi-arabia
node,558,en,article,Regional Headquarters in Saudi Arabia RHQ,node__body,body_value,1,/Regional-Headquarters-in-Saudi-Arabia,/blog/Regional-Headquarters-in-Saudi-Arabia
node,559,en,article,Guide to Managing Company Articles of Association in Saudi Arabia 2026,node__body,body_value,2,/Articles-of-Association | /Articles-of-Association-in-Saudi-Arabia,/services/Articles-of-Association | /blog/Articles-of-Association-in-Saudi-Arabia
node,560,en,article,HR Companies in Riyadh: Streamline Recruitment & Compliance,node__body,body_value,1,/saudi-company-setup,/blog/saudi-company-setup
node,561,en,article,Cost of starting a business in Saudi Arabia 2026,node__body,body_value,6,/Articles-of-Association | /Articles-of-Association-in-Saudi-Arabia | /Cost-of-starting-a-business-in-Saudi-Arabia-2026 | /Guide-to-Company-Formation-in-Saudi-Arabia | /Ministry-of-Investment-in-Saudi-Arabia | /The-Comprehensive-Guide-to-Saudi-Business-Center,/services/Articles-of-Association | /blog/Articles-of-Association-in-Saudi-Arabia | /blog/Cost-of-starting-a-business-in-Saudi-Arabia-2026 | /blog/Guide-to-Company-Formation-in-Saudi-Arabia | /blog/Ministry-of-Investment-in-Saudi-Arabia | /blog/The-Comprehensive-Guide-to-Saudi-Business-Center
node,563,en,article,HR Outsourcing in Saudi Arabia,node__body,body_value,6,/HR-Outsourcing-in-Saudi-Arabia | /Iqama-Issuance-and-Renewal-Services-in-Saudi-Arabia | /about-General-Organization-for-Social-Insurance-in-Saudi-Arabia | /about-Mudad-Platform | /about-Qiwa-Platform | /muqeem-portal-registration,/blog/HR-Outsourcing-in-Saudi-Arabia | /blog/Iqama-Issuance-and-Renewal-Services-in-Saudi-Arabia | /blog/about-General-Organization-for-Social-Insurance-in-Saudi-Arabia | /blog/about-Mudad-Platform | /blog/about-Qiwa-Platform | /blog/muqeem-portal-registration
node,564,en,article,Commercial Service Offices in Saudi Arabia,node__body,body_value,11,/Articles-of-Association | /Articles-of-Association-in-Saudi-Arabia | /Commercial-Service-Offices-in-Saudi-Arabia | /Ministry-of-Commerce-in-Saudi-Arabia | /Ministry-of-Investment-in-Saudi-Arabia | /PRO-Services-in-Saudi-Arabia-for-Foreign-Companies | /Regional-Headquarters-in-Saudi-Arabia | /Wage-Protection-System-in-saudi-arabia | /ZATCA | /chamber-of-commerce-certificate-saudi-arabia | /hr-companies-in-riyadh,/services/Articles-of-Association | /blog/Articles-of-Association-in-Saudi-Arabia | /blog/Commercial-Service-Offices-in-Saudi-Arabia | /blog/Ministry-of-Commerce-in-Saudi-Arabia | /blog/Ministry-of-Investment-in-Saudi-Arabia | /blog/PRO-Services-in-Saudi-Arabia-for-Foreign-Companies | /blog/Regional-Headquarters-in-Saudi-Arabia | /blog/Wage-Protection-System-in-saudi-arabia | /blog/ZATCA | /blog/chamber-of-commerce-certificate-saudi-arabia | /blog/hr-companies-in-riyadh
node,565,en,article,Ministry of Commerce in Saudi Arabia,node__body,body_value,9,/Articles-of-Association | /Articles-of-Association-in-Saudi-Arabia | /Commercial-License-Saudi-Arabia | /Incorporating-a-Company-in-Saudi-Arabia | /Ministry-of-Commerce-in-Saudi-Arabia | /The-Comprehensive-Guide-to-Saudi-Business-Center | /Unlocking-Investment-Opportunities-in-Various-Commercial-Activities-in-Saudi-Arabia | /ZATCA | /cr,/services/Articles-of-Association | /blog/Articles-of-Association-in-Saudi-Arabia | /blog/Commercial-License-Saudi-Arabia | /blog/Incorporating-a-Company-in-Saudi-Arabia | /blog/Ministry-of-Commerce-in-Saudi-Arabia | /blog/The-Comprehensive-Guide-to-Saudi-Business-Center | /blog/Unlocking-Investment-Opportunities-in-Various-Commercial-Activities-in-Saudi-Arabia | /blog/ZATCA | /blog/cr
node,566,en,news,Saudi Ministry of HR Increases Saudization in Engineering and Procurement for 2026: A Compliance Guide by Motaded Ltd,node__body,body_value,1,/saudization,/blog/saudization
node,567,en,news,Mandatory Electronic Transfer of Domestic Workers' Salaries in Saudi Arabia,node__body,body_value,1,/open-a-company-in-Saudi-Arabia,/blog/open-a-company-in-Saudi-Arabia
node,568,en,article,Steps for Business Setup in KSA,node__body,body_value,7,/Articles-of-Association | /Articles-of-Association-in-Saudi-Arabia | /Ministry-of-Investment-in-Saudi-Arabia | /Steps-for-Business-Setup-in-KSA | /business-setup | /business-setup-in-ksa | /cr,/services/Articles-of-Association | /blog/Articles-of-Association-in-Saudi-Arabia | /blog/Ministry-of-Investment-in-Saudi-Arabia | /blog/Steps-for-Business-Setup-in-KSA | /services/business-setup | /blog/business-setup-in-ksa | /blog/cr
node,569,en,article,The Investment Registration Certificate IRC,node__body,body_value,12,/Branch-of-a-Foreign-Company-in-Saudi-Arabia | /Cloud-Computing-Special-Economic-Zone | /Commercial-License-Saudi-Arabia | /Commercial-Registration-Renewal | /Guide-to-Company-Formation-in-Saudi-Arabia | /Investment-Registration-Certificate | /Regional-Headquarters-in-Saudi-Arabia | /Saudi-Vision-2030-Projects-and-Investor-Opportunities | /ZATCA | /entrepreneur-license-saudi-arabia | /foreign-business-ownership-in-saudi-arabia | /how-to-setup-a-foreign-branch-in-saudi,/blog/Branch-of-a-Foreign-Company-in-Saudi-Arabia | /blog/Cloud-Computing-Special-Economic-Zone | /blog/Commercial-License-Saudi-Arabia | /blog/Commercial-Registration-Renewal | /blog/Guide-to-Company-Formation-in-Saudi-Arabia | /blog/Investment-Registration-Certificate | /blog/Regional-Headquarters-in-Saudi-Arabia | /blog/Saudi-Vision-2030-Projects-and-Investor-Opportunities | /blog/ZATCA | /blog/entrepreneur-license-saudi-arabia | /blog/foreign-business-ownership-in-saudi-arabia | /blog/how-to-setup-a-foreign-branch-in-saudi
node,570,en,article,The Cloud Computing Special Economic Zone and Saudi Arabia’s SEZ Network,node__body,body_value,2,/Cloud-Computing-Special-Economic-Zone | /Investment-Registration-Certificate,/blog/Cloud-Computing-Special-Economic-Zone | /blog/Investment-Registration-Certificate
node,571,en,article,Integrated Logistics Special Bonded Zone,node__body,body_value,2,/Integrated-Logistics-Special-Bonded-Zone | /ZATCA,/blog/Integrated-Logistics-Special-Bonded-Zone | /blog/ZATCA
node,572,en,article,Market Entry Strategy in KSA,node__body,body_value,11,/Cloud-Computing-Special-Economic-Zone | /Cost-of-starting-a-business-in-Saudi-Arabia-2026 | /Integrated-Logistics-Special-Bonded-Zone | /Regional-Headquarters-in-Saudi-Arabia | /Setting-Up-A-Business-In-Saudi-Arabia | /business-setup | /business-setup-process-in-saudi-arabia | /can-expats-start-business-in-saudi-arabia | /doing-business-guide-ksa | /market-entry-strategy-in-KSA | /saudi-arabia-company-formation,/blog/Cloud-Computing-Special-Economic-Zone | /blog/Cost-of-starting-a-business-in-Saudi-Arabia-2026 | /blog/Integrated-Logistics-Special-Bonded-Zone | /blog/Regional-Headquarters-in-Saudi-Arabia | /blog/Setting-Up-A-Business-In-Saudi-Arabia | /services/business-setup | /blog/business-setup-process-in-saudi-arabia | /blog/can-expats-start-business-in-saudi-arabia | /blog/doing-business-guide-ksa | /blog/market-entry-strategy-in-KSA | /blog/saudi-arabia-company-formation
node,573,en,article,Investment License in Saudi Arabia 2026 | The Ultimate Guide by Motaded,node__body,body_value,14,/Articles-of-Association | /Articles-of-Association-in-Saudi-Arabia | /Guide-to-Company-Formation-in-Saudi-Arabia | /Ministry-of-Investment-in-Saudi-Arabia | /Regional-Headquarters-in-Saudi-Arabia | /business-in-saudi-arabia-for-foreigners | /company-formation-in-ksa | /consulting-license-saudi-arabia-legal-management-consultant-guide | /cr | /invest-in-saudi-arabia-company-formation | /investment-license-in-saudi-arabia | /legal-consultant-in-saudi-arabia-investor-support-2026 | /market-entry-strategy-in-KSA | /opening-bank-account-saudi-arabia-investors-guide-2026,/services/Articles-of-Association | /blog/Articles-of-Association-in-Saudi-Arabia | /blog/Guide-to-Company-Formation-in-Saudi-Arabia | /blog/Ministry-of-Investment-in-Saudi-Arabia | /blog/Regional-Headquarters-in-Saudi-Arabia | /blog/business-in-saudi-arabia-for-foreigners | /blog/company-formation-in-ksa | /blog/consulting-license-saudi-arabia-legal-management-consultant-guide | /blog/cr | /blog/invest-in-saudi-arabia-company-formation | /services/investment-license-in-saudi-arabia | /blog/legal-consultant-in-saudi-arabia-investor-support-2026 | /blog/market-entry-strategy-in-KSA | /blog/opening-bank-account-saudi-arabia-investors-guide-2026
node,574,en,article,Consulting License in Saudi Arabia 2026 | Motaded: Legal & Management Consultant,node__body,body_value,10,/Guide-to-Company-Formation-in-Saudi-Arabia | /about-Mudad-Platform | /about-Qiwa-Platform | /business-in-saudi-arabia-for-foreigners | /company-red-or-green | /consulting-license-saudi-arabia-legal-management-consultant-guide | /legal-consultant-in-saudi-arabia-investor-support-2026 | /market-entry-strategy-in-KSA | /opening-bank-account-saudi-arabia-investors-guide-2026 | /saudization,/blog/Guide-to-Company-Formation-in-Saudi-Arabia | /blog/about-Mudad-Platform | /blog/about-Qiwa-Platform | /blog/business-in-saudi-arabia-for-foreigners | /blog/company-red-or-green | /blog/consulting-license-saudi-arabia-legal-management-consultant-guide | /blog/legal-consultant-in-saudi-arabia-investor-support-2026 | /blog/market-entry-strategy-in-KSA | /blog/opening-bank-account-saudi-arabia-investors-guide-2026 | /blog/saudization
node,575,en,article,Opening a Bank Account in Saudi Arabia for Investors 2026 | Motaded in Saudi Arabia,node__body,body_value,5,/MISA-Investor-License | /doing-business-guide-ksa | /legal-consultant-in-saudi-arabia-investor-support-2026 | /opening-bank-account-saudi-arabia-investors-guide-2026 | /saudi-arabia-company-formation,/blog/MISA-Investor-License | /blog/doing-business-guide-ksa | /blog/legal-consultant-in-saudi-arabia-investor-support-2026 | /blog/opening-bank-account-saudi-arabia-investors-guide-2026 | /blog/saudi-arabia-company-formation
node,576,en,article,MISA Investment License: Smart Start for Business in Saudi,node__body,body_value,3,/Ministry-of-Investment-in-Saudi-Arabia | /misa-license-in-saudi-arabia | /misa-license-requirements,/blog/Ministry-of-Investment-in-Saudi-Arabia | /blog/misa-license-in-saudi-arabia | /blog/misa-license-requirements
